,content,sentiment
306,I Text You Because I Want To Have A Conversation With You. Not To Get One Word Answers.,angry
307,"Never Forget What Someone Says To You When, They Are Angry, Because That’S When The Truth Comes Out.",angry
308,Some People Need To Open Their Small Minds Instead Of Their Big Mouths.,angry
309,It sucks when you realise you rejected other people for that one person who wasted your time.,angry
310,Anger is only one letter short of Danger.,angry
311,"Man is about as big as the things that make him angry, When you stopped believing in me, I did too.",angry
312,"Is singing, if you’re angry and you know it punch their face.",angry
313,"Don’t get mad, smile and creep them out instead.",angry
314,Did you ever just want to slap the stupid out of someone?,angry
315,"Just because I’m being quiet, that doesn’t mean I’m mad.",angry
316,Is getting close to just walking away?,angry
317,May I kill you in the morning?,angry
318,"Anger makes dull men witty, but it keeps them poor.",angry
319,Don’t get mad – Just get even.,angry
320,Whatever is begun in anger ends in shame.,angry
321,Anger is temporary madness.,angry
322,"Anger as soon as fed is dead, This starving makes it fat.",angry
323,Anger is fear in disguise.,angry
324,Anger blows out the lamp of the mind.,angry
325,Anger always comes from frustrated expectations.,angry
326,An angry man opens his mouth and shuts his eyes.,angry
327,"Never go to bed angry, stay awake and plot your revenge.",angry
328,Anger at lies lasts forever. Anger at truth can’t last.,angry
329,Never regret something that once made you smile.,angry
330,The Opposite Of Anger Is Not Calmness It’s Empathy..,angry
331,"Anger can kill, even a feather gently blowing in the wind..",angry
332,"What Is Anger? It is a punishment we give to ouself, for someone else’s mistake!",angry
333,"I grew up with lots of anger, frustration and violence in my heart.",angry
334,"Only three type of people tell the truth: Kids, the drunk, and the angry.",angry
335,"I Don’t Usually Lose My Temper, But If I Do It’s True I M Scary",angry
336,Try to manage your anger since people can’t manage their stupidity..,angry
337,Anger and intolerance are the enemies of correct understanding.,angry
338,For every minute you are angry you lose sixty seconds of happiness..,angry
339,Nobody makes you Angry you decide to use anger as a response..,angry
340,Sometimes I Want To Treat People How They Treat me But I Can’t Because That’s Not My Character,angry
341,“Make your anger so expensive that no one can afford it and make your happiness so cheap that people can almost get it free.”,angry
342,Control your “Anger” because it is Just one Letter away From “D” anger.,angry
343,ANGRY? Take a deep breath before you speak because your mouth acts quicker than your brain.,angry
344,Anger is the fuel of losing control.,angry
345,"I don’t need anger management, you just need to stop making me angry!!",angry
346,ANGER DESTROYS MORE THAN IT REPAIRS.,angry
347,“When you are angry Be Silenty.”,angry
348,Sometimes one middle finger isn’t enough to let someone know how you feel. that’s why you have two hands…,angry
349,Some people need to open their small minds instead of their big mouths!,angry
350,"Don’t try to please other people if in the end, you know it won’t work.",angry
351,It takes a lot of energy to get angry. I don’t care to use my energy that way.,angry
352,Sometimes I’m just not in the mood to talk…,angry
353,"I may look calm, but in my head I’ve killed you about times.",angry
354,"When you stopped believing in me, I did too!",angry
355,"People change, things go wrong, shit happens, but life goes on…",angry
356,I wouldn’t have to manage my anger if people could learn to manage their stupidity.,angry
357,"I’m the person that the more you complain about me, the harder I’ll try to annoy you.",angry
358,You should have two facebook accounts. One for each face.,angry
359,"Don’t put words into my mouth. I have got plenty to say. Don’t tell me how to live my life, I do things my way.",angry
360,You can’t trust anybody these days… You think you have a good friend till you turn around and realize they have the knife nches deep in your back.,angry
361,I would not have to manage my anger if people would manage their stupidity.,angry
362,"Don’t be so happy, I don’t really forgive people, I just pretend like it’s ok and wait for my turn to destroy them.",angry
363,I will not delete you or block you. I’m keeping you there so you will be able to see how happy I’m without you.,angry
364,"Go ahead, judge me. Just remember to be perfect for the rest of your life!",angry
365,My silence doesn’t mean that I quit… It simply means that I don’t want to argue with people who just don’t want to understand.,angry
366,What goes around comes around. That’s what people say. So all the pain you caused me will come back to you someday.,angry
367,I will not delete you or block you. I’m keeping you there so you will be able to see how happy I’m without you…,angry
368,I text you because I want to have a conversation with you. Not to get one word answers.,angry
369,Definition of Ex: Thanks for the experience. Our time has expired. Now exit my life.,angry
370,"Actions speak louder than words, your words don’t mean anything to me when your actions are telling me different.",angry
371,"Never get into fights with ugly people, they have nothing to lose…",angry
372,"My life, my choices, my problems, my mistakes, my lessons. Not your business, mind your own problems before you talk about mine.",angry
373,Don’t make so many promises when you can’t even keep one.,angry
374,"I told you I needed you, you told me the same. I wasn’t lying, so why didn’t you tell the truth?",angry
375,"The more I get to know guys, the more I like Dogs.",angry
376,I don’t regret my past. I just regret the time I have wasted with the wrong people.,angry
377,There is no excuse for cheating in a relationship.,angry
378,"If you don’t leave me alone, I’m going to pop your head off and shit down your neck.",angry
379,"I’m not arguing, I’m just explaining why I’m right.",angry
380,Getting angry doesn’t solve Anything.,angry
381,Holding onto anger is like drinking poison and expecting the anther person to die.,angry
382,"I don’t Know, how people can fake whole relationship. I can’t even fake a hello to somebody. I don’t like…",angry
383,Don’t let the ending be so ugly that you can’t remember how beautiful the beginning was.,angry
384,Sometimes you have to bite someone to remind everyone that you have teeth!,angry
385,Sometimes people should shut up if they don’t have anything positive to say.,angry
386,1 Best Angry Status to Make Them Realize1.1 Angry Status For Guys1.2 Top Anger Status For Girls,angry
387,1.1 Angry Status For Guys,angry
388,1.2 Top Anger Status For Girls,angry
389,2 Angry Captions For Instagram,angry
390,3 Angry Status Images,angry
391,"Just need to get this out. I’m angry, pissed off, upset, frustrated, and irritated. No reason.. Just am. Don’t ask why… Cuz I don’t know.",angry
392,There comes a point in your life when you realize that you’re tired of trying and it’s time to cut your losses and let go. I have reached that point,angry
393,Don’t test my patience…if I lose my patience you will become patient …,angry
394,I am having one of those days where I just want to rub people’s face against a cheese grater,angry
395,It just seems like the past few weeks have been one very long bad day!,angry
396,Thinks it would be really nice of you to go sit on a cactus,angry
397,Anger is an acid that can do more harm to the vessel in which it is stored than to anything on which it is poured. But I really don’t care.,angry
398,I actually don’t need to control my anger. Everyone around me needs to control their habit of pissing me off…,angry
399,"I think that stupid people were put on this planet to test my anger management skills.,",angry
400,A good woman doesn’t get angry and she sure as hell doesn’t get even. She gets over it and keeps it moving.,angry
401,"People don’t listen, they just wait for their turn to talk.",angry
402,How stupid of me to believe a boy like you could love a girl like me.,angry
403,Why stress over someone that won’t even text to see if you’re alright?,angry
404,"You were my cup of tea, I drink coffee now.",angry
405,"I don’t give up easily on someone, but when I finally do I will be so done with you and nothing you’ll ever do will bring me back.",angry
406,"I don’t have time to hate anyone, I will just forget about you.",angry
407,Choose people who choose you.,angry
408,"If someone breaks your heart, just punch them in the face. Seriously. Punch them in faceand go get some ice-cream",angry
409,"I don’t hate you, but I have lost all the reason to love you.",angry
410,“I didn’t lose you. you lost me. You’ll search for me inside of everyone you’re with &I won’t be found. ”- R.H.Sin.,angry
411,"I didn’t stop loving you. I decided to stop showing it because no matter how hard I tried, you wouldn’t get it.",angry
412,I had a lot of reasons to give up on you. But I still chose to stay. You had a lot of reasons to stay. But you chose to give up…,angry
413,"I’m a little bitter today, sorry if I offend anyone, but right now with the mood, I’m in I really don’t care..",angry
414,"Don’t chat with me when you are bored. Bitch, please! I’m not here for your entertainment.",angry
415,I just don’t care if anyone doesn’t like me. I wasn’t put on earth to entertain everyone.,angry
416,Sometimes I’m just not in the mood to talk.,angry
417,I will not delete you or block you. I am keeping you there so you will be able to see how happy I’m without you.,angry
418,"I may look calm, but in my head, I’ve killed you about 5 times.",angry
419,Anger is a temporary madness.,angry
420,"Anger is a great force. If you control it, it can be transmuted into a power which can move the whole world.",angry
421,"Don’t try to please other people if, in the end, you know it won’t work.",angry
422,"If you’re going to talk about me behind my back, don’t smile at me to my face!",angry
423,Never forget what someone says to you when they are angry because that’s when the truth comes out.,angry
424,"It’s better to cry than to be angry because anger hurts others, while tears flow silently through the soul and cleanness the heart…",angry
425,Sometimes one middle finger isn’t enough to let someone know how you feel. That’s why you have two hands.,angry
426,Anger is an acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.,angry
427,Definition of EX: Thanks for the experience. Our time has expired. Now exit my life.,angry
428,Anger dwells only in the bosom of fools.,angry
429,"Anger as soon as fed is dead, Its starving makes it fat.",angry
430,"Don’t be so happy, I don’t really forgive people, I just pretend like it’s OK and wait for my turn to destroy them.",angry
431,A person who has lots of anger inside definitely loves people more than anyone else can. because if red color indicates anger then it indicates love too…,angry
432,Some people will pretend to care just so they can get a better seat to watch your struggle. Every helping hand is not always there to help.,angry
433,Only Two People will tell you the truth about yourself: someone who is angry with you and someone who loves you.,angry
434,"Anger is our natural defense against pain. So when I say, I hate you – it really means you hurt me.",angry
435,"Feelings are much like waves, we can’t stop them from coming but we can choose which ones to surf.",angry
436,"If you want to hear the whole truth about yourself, make your neighbor angry.",angry
437,For every minute you are angry. You lose sixty seconds of happiness. Think about It…,angry
438,Hating Me Won’T Make You Pretty.,angry
439,Anger Is One Letter Short Of Danger.,angry
440,"I Am If I Changed, But You Changed Too.",angry
441,Anger Is My Power So Don’t Make Me Angry.,angry
442,Even The Nicest People Have Their Limits.,angry
443,Whatever Is Begun In Anger Ends In Shame.,angry
444,Don’t Make Me Angry And Change Your Status.,angry
445,Silence Is The Best Way To React While Angry.,angry
446,"It’s Just A Chapter In Your Life, Turn The Page And Move On.",angry
447,"When People Get Angry With Him, I Remind Them That He’S Kid.",angry
448,"If Someone Is Angry With You And You Laugh At Them, You Win.",angry
449,Nobody Makes You Angry. You Decide To Use Anger As A Response.,angry
450,I Miss You That True But It Doesn’t Mean I Forget Your Lies.,angry
451,My silence doesn’t mean that I quit… It simply means that I don’t want to argue with people who just don’t want to understand!,angry
452,My phone screen is brighter than my future ?,angry
453,"This man, is man, a man, good man, way man, to man, keep man, a man, idiot man, busy man, for man, 30 man, seconds man! NOW READ WITHOUT MAN",angry
454,If you fail and feels the shame then you are only few steps away from success,angry
455,Listen to people when they are angry because that is when the real truth comes out.,angry
456,"Don’t fuck with my feelings, just because you’re unsure of your own.",angry
457,"My feelings? Oh don’t worry about those, no one else does.",angry
458,A man is about as big as the things that make him angry.,angry
459,"I didn’t text you just to exercise my fingers, I was expecting a reply back.",angry
460,I hate that I cry when I’m frustrated because people think I’m hurt when I’m really just trying not to kill you.,angry
461,"I don’t usually lose my temper, but if I get angry, it’s true I’m scary.",angry
462,I’m not anti-social. I’m just anti-bullshit.,angry
463,don’t be angry with people who don’t have the capacity to change.,angry
464,"My life, My choices, My problems, My mistakes, My lessons. Not your business, mind your own problems before you talk about mine.",angry
465,I just don’t care if anyone doesn’t like me I wasn’t put on earth to entertain everyone.,angry
466,"When you stopped believing in me, I did too.",angry
467,"My silence doesn’t mean that I quit, It simply means that I don’t want to argue with people who just don’t want to understand.",angry
468,"Don’t talk to me only when you need me, I am not here for entertainment.",angry
469,Don’t chat with me just when you’re bored. I am not here for entertainment.,angry
470,CAUTION!! I’m not in my greatest mood today.,angry
471,Beware!! I am in a bad mood today.,angry
472,Do you ever get the feeling that you would like to reach out and just choke someone?,angry
473,I am in a mood to kill somebody today.,angry
474,I’m gonna come back as a bird in my next life. There are some people who I feel deserve a little of their own medicine.,angry
475,"When a woman cries, it’s not usually over one thing. It’s built up anger and emotions she’s been holding in for too long.",angry
476,I don’t have time for fake friends anymore. Either be real or be gone.,angry
477,And a mistake repeated more than once is a decision.,angry
478,I don’t allow you to treat me poorly just because I love you.,angry
479,Silence .. because that’s the only thing you deserve from me now.,angry
480,"Be careful with your words. Once they are said, they can be only forgiven, not forgotten.",angry
481,"Be careful with your words and action, I can only forgive, not forget.",angry
482,Isn’t it funny how people think you won’t find out about all the shit they have said about you?,angry
483,Who needs cocaine when human emotions can fuck you up just the same.,angry
484,"I gave up on you. Not because I don’t care anymore, but because I realized that you don’t.",angry
485,"If you think your opinion of me has any effect, honey let me assure you that none of my self-worth is wrapped up in what you think of me.",angry
486,"Never go to bed angry, stay up and fight.",angry
487,"I Will Not Delete You Or Block You. I Am Keeping You There So, You Will Be Able To See How Happy I’M Without You",angry
488,"Don’t Be So Happy, I Don’T Really Forgive People, I Just Pretend Like It’s Ok And Waits For My Turn To Destroy them.",angry
489,It Sucks When You Realise You Rejected Other People For That One Person Who Wasted Your Time.,angry
490,"Anger is never without a Reason, but seldom with a good one.",angry
491,"Never go to bed angry, stay awake and plot your revenge!",angry
492,"When you ask someone if you overreacted, then that’s your heart telling your mind that it was a stupid decision.",angry
493,The embarrassment after the anger is the biggest humiliation a person can experience.,angry
494,The strong man is not the good wrestler; the strong man is only the one who controls himself when he is angry.,angry
495,A man is about as big as the things that make him angry.,angry
496,"Is singing, if you’re angry & you know it punches their face…",angry
497,Telling someone to calm down just makes them so much angrier.,angry
498,Wants to know how the hell I can remember words to songs from years ago but can’t remember what I went into the next room for!?!,happy
499,Love is a long sweet dream & marriage is an alarm clock..,happy
500,The world could be amazing when you are slightly strange.,happy
501,My secret talent is getting tired without doing anything. 😀,happy
502,"Khatarnaak Whatsapp Status Ever… Can\’t talk, wife around",happy
503,The new way of forgetting your past is deleting your chats 😛,happy
504,"204 countries, 805 Islands, 7 seas, 7+ Billion people and I’m still single..",happy
505,Available…. Prabhu ichhaa tak……!!!!!,happy
506,"Life is too short to be serious all the time. So if you can’t laugh at yourself, call me I will laugh at you 😀",happy
507,A really cool feature of the Nano they don’t tell you about is that even beggars ignore you at a traffic signal. Relaxing facility.,happy
508,"You love flowers, but you cut them. You love animals, but you eat them. You tell me you love me, so now I’m scared!",happy
509,"All person b very careful when u step out today n tomorrow. . They r looking out for bakra’s, Can’t afford to lose any of  u  😀",happy
510,"Men have feelings too. For example, we feel hungry.",happy
511,3 horrible things in life: 1) Slow Internet. 2) Slow Internet. 3) Slow Internet.,happy
512,My teacher today gave 45 minute speech about not wasting time.,happy
513,"Women loves shoes bcz no matter how much & whatever they eat, the shoe always fits :p",happy
514,Never laugh at your wife’s choices. ..you are one of them …,happy
515,"Thank God there is No Hindi version of WhatsApp otherwise ""Last Seen"" would be ""Antim Darshan"" .",happy
516,Hey there! I’m using my brain.,happy
517,I put my heart n soul into my work and lost my brain in d process,happy
518,"Faces u make on d toilet:
(o_o) , (>_<) , (0_0) , (^_^)",happy
519,"Getting married is a lot like getting into a tub of hot water. After you get used to it, it ain’t so hot.",happy
520,"Sorry about those texts I sent you last night, my phone was drunk.",happy
521,"When a bird hits your windshield, have you ever wondered if God is playing angry birds with you?",happy
522,Taking your ex back is like going to the junk yard and buying back your own crap.,happy
523,I don’t know why I keep a plastic bag at home full of plastic bags.,happy
524,I work out everyday I do 1 sit-up every morning when I wake up.,happy
525,One wise guy invented Whatsapp… and his wife added last seen feature 🙂 ,happy
526,I wish I had Google in my mind and antivirus in my heart.,happy
527,(-_-) x 1.3 Billion people = China,happy
528,You’re beautiful until your Photoshop 30 day trial has gone.,happy
529,"When you wait for a waiter in a restaurant, aren’t you a waiter?",happy
530,I love my six packs so much; I protect it with a layer of fat.,happy
531,WARNING!! I know karate …..and some other words!!!,happy
532,I Wish My Parents Were Like Google. They Should Understand Me Even Before I Complete.,happy
533,Watching PK… After PK..!!,happy
534,A man says a lot of things in summer he doesn’t mean in winter.,happy
535,I Wonder What Happen’s When Doctor’s Wife Eats An Apple A Day 😉,happy
536,"Study economics-when you’re unemployed, at least you’ll know why.",happy
537,"Hey there, I’m using 123whatsappstatus.com!",happy
538,Women- God’s version of Rubik cube.,happy
539,"Tum mujhe ‘Hmmm’ do, main tumhe ‘K’ dunga",happy
540,"SI unit of ignorance = ""online""",happy
541,"Hey there, I’m using my parents.",happy
542,"Don’t use bathroom in your dream, It’s a set-up.",happy
543,"There are 3 types of people in the world- vegetarian, non-vegetarian & Tuesday Saturday.",happy
544,"My laziness is like 8, when I lie down it becomes infinity 😀",happy
545,"Accept that some days you are the pigeon, and some days you are the statue.",happy
546,"WhatsApp free hai, main nahi. ",happy
547,Nobody is perfect. Even dettol kills only 99.9% of germs!,happy
548,"I’m on a sea-food diet, I see food, I eat it!",happy
549,Exams in the university are closer than they appear.,happy
550,Decided to burn lots of calories today so I set a fat kid on fire:-D,happy
551,I remember when my old Nokia phone said I had low battery it meant that I had 2 days to find a charger. :’),happy
552,What if girls can read minds… Every second a boy gets slapped…,happy
553,"I have come to the conclusion that Google must be female, as she has the answer to everything!",happy
554,"Girls are like police. Even when they get a hold of all the evidence, they still want to hear the truth from you.",happy
555,"Mirrors don’t lie. Lucky for you, they don’t laugh either.",happy
556,"If you love someone set them free. If they come back, set them on fire.. 😉",happy
557,When someone hates you for no reason. Give them a reason 😛,happy
558,Non-urgent calls only!! :p,happy
559,Sometimes I think to write LOL at the end of every answer in exams,happy
560,"I don’t care what people say or think about me, at least am attractive to mosquitoes 😛",happy
561,"I’m not sad for being single. Rather I’m thinking about her, who is single because of me.",happy
562,"Not always available, try your luck 😉",happy
563,I think Uruguay’s Luis Suarez is the man to bit the Apple’s logo,happy
564,The average millionaire goes bankrupt at least 3.5 times. I have gone 2 times. Pretty Close,happy
565,55% of people will yawn after reading the word “yawn.”,happy
566,Typing…,happy
567,Oh! Game over and you lost me 🙂,happy
568,You can do anything but not everything ..,happy
569,Three Mistakes Of My Life : WTF (Whatsapp Twitter Facebook),happy
570,Hey there WHATSAPP is using me !!,happy
571,"Waiting for ""Ache Din""",happy
572,"Dear math, I’m tired finding your ""X"" DUDE she is gone, Please Move on Bro. !",happy
573,NAMO (MODI) victory has proved that a man can succeed only when his mother is near and his wife is away…,happy
574,The word EXAMS make me sick without PAIN.,happy
575,"My koochi my poochi please get my Gucci, Even if you have to sell all your blood.",happy
576,"In today’s world u don’t have to b smart, only your smartphone should be smart.",happy
577,Mera status dekhkar aapko kya mila? BABAJI KA THULLU ?,happy
578,We have a history together ……and English and French also….. 🙂,happy
579,I am in a relationship with studies and it’s complicated.?,happy
580,"Some people just need a High-Five, on the face.",happy
581,"I prefer work smarter, Instead of harder",happy
582,My Condolences for confused in love and for broken Heart,happy
583,"Act crazy, don’t regret, do things you would never ever do because life is short so live it up! 🙂",happy
584,I hate that people who fart silently in public,happy
585,"My phone is on airplane mode, WTF it’s not flying!",happy
586,"After marriage, the other man’s wife looks more beautiful.",happy
587,Team work is important; it helps to put the blame on someone else.,happy
588,Life is beautiful… from Friday to Monday.,happy
589,"I will marry the girl, who look pretty in her Adhaar card ",happy
590,"I never forget a face, but in your case I’ll be glad to make an exception.",happy
591,Being underestimated always serves as an advantage!! ,happy
592,"Confession is good for the soul, but bad for your career.",happy
593,"Isn’t it scary that doctors call what they do ""practice""?",happy
594,Two peanuts were walking into a tough neighborhood and one of them was a-salted.,happy
595,"Never make the same mistake twice, There are so many new ones.",happy
596,Someday short people are gonna unite and take over the world.,happy
597,"I have flabby thighs, but fortunately my stomach covers them.",happy
598,Installing love. ……44%. Installation failed. Error 404: install money first.,happy
599,Kids born in 2000 never have to worry about forgetting how old they are.,happy
600,"Vegetarians, if you want animals to live, why do you eat their food.",happy
601,Bungee jumping is suicide with strings attached!,happy
602,"If the stuff that comes out of my mouth upsets you, just think of all the things I keep to myself.",happy
603,if your dog barks nd ememies laugh take it serious,happy
604,Bye bye Everybody bye bye USA,happy
605,"People say you cant live without love, but I think oxygen is more important.",happy
606,I love being married. It’s so great to find that one special person you want to annoy for the rest of your life.,happy
607,"I’m take a nice long shit, so don’t stress me !",happy
608,Happiness is homemade.....,happy
609,Smile and the world smiles with you.,happy
610,DON'T FoRGet To Smile.,happy
611,A smile is a curve that sets everything straight.,happy
612,"When life gives you a hundred reasons to cry, show life that you have a thousand reasons to smile.",happy
613,"Smile and let everyone know that today, you’re a lot stronger than you were yesterday.",happy
614,The purpose of life is to enjoy every moment.,happy
615,Learn to make yourself happy.,happy
616,SMile! every minute of the day.You never know who is falling in love with it.,happy
617,Aspire to Inspire before you expire,happy
618,A fake smile can hide millions of tears...,happy
619,LIFE IS BEAUTIFUL *Conditions Apply* ,happy
620,COUNT blessings NOT problems.,happy
621,Every time You smile I smile.,happy
622,YOU know what's beautiful? Read the first word again.,happy
623,Happiness is a perfume you cannot pour on others without getting a few drops of yourself.,happy
624,Be happy for this moment is your life.,happy
625,Let your smile change the world But don't let the world change your smile.,happy
626,"The best feeling in the world is when the person you like, likes you back.",happy
627,Smile is the best medicine in the word . . . . . so please keep smile,happy
628,One of the keys to happiness is a bad memory.,happy
629,"Expand your happiness by sharing it with. The larger a rainbow, the more brightly it shines.",happy
630,"Smiling is infectious, you can catch it like the flu. Someone smiled at me today And I started smiling too.",happy
631,"The more anger towards the past you carry in your heart, the less capable you are of loving in the present.",happy
632,Happiness is not something you postpone for the future; it is something you design for the present.,happy
633,"Brain and Beauty doesn't make you best in the world, but how beatiful your THOUGHTS to beautify this world.",happy
634,Always believe that something wonderful is about to happen.,happy
635,"Next time when you think about a wonderful & beautiful thing in life, don't forget to include YOURSELF in it.",happy
636,"HAPPINESS is not determined by what is happening around you, but rather what is happening inside you. Most people depend on others to gain HAPPINESS,but the truth is, it always comes from within...",happy
637,When you finally let go of the past something better comes along.,happy
638,Noboday can take away your PAIN... so don't let anyone take aways your HAPPINESS.,happy
639,"Simply seek happiness, and you are not likely to find it. Seek to create and love without regard to your happiness, and you will likely to happy much of the time.",happy
640,"Dear whoever is reading this... You're beautiful and someone out there is crazy about you. SO, SMILE! Life is too short to be happy.",happy
641,The best way to cheer yourself up is to try to cheer somebody else up.,happy
642,LIVE for the moments you can't put into words.,happy
643,"As soon as you TRUST yourself, you will know how to live.",happy
644,"Enjoy the little things in life, for you'll one day look back and realize they were the big things.",happy
645,No one is the reason of your happiness expect you yourself.,happy
646,The most important things in life aren't things.,happy
647,"Why waste you time getting hurt by someone, when there's someone else out there waiting to make you happy?",happy
648,When life gives you a hundred reasons to cry show life you have a thousand reasons to smile,happy
649,"Do not let your past rob your future. Each new day is a chance to make a new beginning. Count your blessings, live with gratitude and love with all your heart",happy
650,I can always make you smiling.,happy
651,I’m wearing the smile you gave me.,happy
652,Happiness means you. I Love You.,happy
653,Be the reason someone smiles today.,happy
654,"Smile and forgive, it's the only way to live.",happy
655,"The lower you set your expectations of people, the less it hurts when they disappoint you.",happy
656,To be beautiful means to be yourself. You don't need to be accepted by others. You need to accept yourself.,happy
657,"Strong people know how to keep their life in order. Even with tears in their eyes, they still manage to say ""I'm ok"" with a smile.",happy
658,Think big thoughts but relish small pleasures.,happy
659,Happiness is not ready made it comes by our own actions. ,happy
660,The secret of happiness is doing what you love. The secret of success is loving what you do.,happy
661,"If you cannot be a pencil to write anyone's happiness, then yous hould at least try to be a nice rubber to erase someone's sadness...",happy
662,"You know life is worth the struggle when you look back on what you lost, and realize what you have now is much better than before.",happy
663,My Real Smile Comes when i am with you.,happy
664,You’re the reason behind my smile.,happy
665,A lot of people end up unhappy because they make permanent decisions on temporary emotions.,happy
666,So many of my smiles begin with you.,happy
667,Happiness is when “Last seen at” changes to “online” and then to “typing..”,happy
668,The happiness of your life depends on the quality of your thoughts.,happy
669,We're so busy watching out for what's just ahead of us that we don't take time to enjoy where we are.,happy
670,"Be thankful and count your blessings for what you have, rather than what you want.",happy
671,"In order to live well, you must makes a conscious decisions to be happy! Don't let the liitle things in life ruin your day.",happy
672,SMILE It will make you look better.PRay It will keep you strong LOVE It will make you enjoy life.,happy
673,I am always satisfied with the best. ,happy
674,Train your mind to see good in everything.,happy
675,Smile! It is the second best thing you can do with your lips.,happy
676,Happiness isn't a destination. It's the journey you choose to take.,happy
677,Spread more love than hate.,happy
678,"You can't buy happiness, but you can buy ice cream. and that's kind of the same thing.",happy
679,"Sometimes your existence give hope to one person or your smile make someone else smile,so value yourself.",happy
680,"I slept and dreamt that Life was joy. I woke & saw that life was service. I acted and behold, service was joy.",happy
681,A good laugh and a long sleep are the best cures for anything.,happy
682,Every day we are given is a gift and we should treat it that way.,happy
683,The happiness of your life depends upon the quality of your thouhts.But the quality of your thoughts depends on the persons whom you meet in your life...,happy
684,"Never miss an opportunity to make others happy, even if you have to leave them alone in order to do it.",happy
685,Cry. Forgive. Learn. Move on. Let your tears water the seeds of your future happiness.,happy
686,I have Many problems in my life...But My lips don't know that' They Always Smile..,happy
687,Deal with your problems before they deal with your happiness.,happy
688,"Choose your thoughts carefully. Keep what brings you peace, release what brings you suffering. And know that happiness is just a thoughy away!",happy
689,Theres no fun in a perfect life. So make a risk . Take a chance. Go where the mind takes you.Have fun.,happy
690,Laugh alone and the world thinks you're an idiot.,happy
691,"I am stronger because I had to be, I am smarter because of my mistakes, happier because of the sadness I've known and now wiser because I learned.",happy
692,"Sometimes the greatest gifts in life are the ones you cannot see, but the one you can feel.",happy
693,When you think you're not happy with youe LIFE always think that someone is happy simply because you EXiST.,happy
694,"Faith keeps you strong. Love keeps you whole and happiness keeps you alive. So don't be a downer! Be happpy, be strong, be free, be alive.",happy
695,Don't let the sadness of your past and the fear of your future win the happiness of your present.,happy
696,Smile in front of people who hate you… Ur happiness kills them…,happy
697,If you aren't happy with being single you will never be happy in relationship. get your own life fist then share it.,happy
698,"Don't wait for the good days, just live the bad days as good as possible! ",happy
699,"You don't need a boy to keep you happy, all you need is to be yourself!",happy
700,"I hate when people say they miss you,but don’t make a effort to speak to you or see you. !!",happy
701,In order to stay happy in life you have to get rid of the things that make you unhappy.,happy
702,"The key to achieve inner happiness is to strive to make someone else happy, Instead of trying to make yourself happy all the time.",happy
703,"Laugh when you can, apologize wen you should and let go of what you can't change.",happy
704,Happy people don't necessarily have the best of everything; they must make the best out of everything they have.,happy
705,"Everything in Life happens for a reason, STOP worrying about the reason and just LIVE for what HAPPENS!",happy
706,Love what you Have. Want what you Need. Accept what yoru Recieve. Give what you Can. Forgive what you Can't. Bless what you See. BE THE LIGHT.,happy
707,"Whatever makes you feel bad, leave it. Whatever makes you smile, keep it.",happy
708,And when you smile the whole world stop & stares for a while .,happy
709,As long as you are looking back on the past you will never see what's ahead in.,happy
710,There is no begining or end to your dreams or plans. Life is journey from moment to moment. Live each moment to its fullest.,happy
711,Smile and others will smile back,happy
712,Kindness is the most meaningful form of progress.,happy
713,Play the moments. Pause the memories. Stop the pain. Rewind the happiness.,happy
714,"One of the simplest ways to stay happy is to let go of
all of the things that make you sad.",happy
715,Naughty by Nature. Wild By Choice.,happy
716,"The key of my happiness, just forgetting my past.",happy
717,I believe in love and marriage but not necessarily with the same person.,happy
718,Without Her Permission I Will Touch Her Only To Wipe Her Tears..!,happy
719,I'm easy. Are you?,happy
720,KISS ME.. I am Magically Delicious.,happy
721,"I finally realized this, I need you more than I thought.",happy
722,A secret is what you tell everyone not to tell anyone else.,happy
723,Never place the key of your happiness into a pocket of another.,happy
724,"Happiness temporarily escapes into the wilderness sometimes, but it returns to fill your soul.",happy
725,The inner soul indulges in your true happiness. Feed it.,happy
726,Don’t analyze happiness. Let it flow without analyzing the rationality of it.,happy
727,"Most people chose to be certain that they are in a miserable state, rather than leaping into the risk of being happy.",happy
728,A way to spark of your soul journey into happiness is sparking light into another’s happiness.,happy
729,"We should quit trying to be happy, we missing out on the good times!",happy
730,Birthday Quotes for Boyfriend,happy
731,Happiness sparks off once one has mind settled but then sparks all over in random spurts.,happy
732,"Not many wish to share in your misery, but all indulge in your happiness.",happy
733,"Happiness cannot be commanded from a life program, just delete unhappy brands blocking access paths.",happy
734,Laughing without cause are passionate expressions of true happiness.,happy
735,Apology Quotes – Apologize Quotes,happy
736,Tune into happiness with that life song on happy melodies.,happy
737,You do not have to be officially certified and graduated to earn happiness.,happy
738,Count your troubles away and delve into countless joys.,happy
739,Do not start to be aware of what a wonderful life you had in the past tense. Awaken to it in the present.,happy
740,Birthday quotes for boyfriend,happy
741,"Happiness is not miles away; it is right by your side, clinging to you to grasp it.",happy
742,The moment of exploring in anticipation is a clinch of happiness beyond the final cave of it.,happy
743,"Differing self-fulfillment paths are taken. Just because others are not on the same road, does not mean they are lost.",happy
744,"Questioning what brings happiness is difficult to answer. Wealth has failed. Poverty has failed. Sadness and happiness are parallel trails. Each time you pause, one of them intervene your space.",happy
